סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3825 ,מבואות יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,345 ,94 ,146 ,96 ,7 ,1 ,1
3826 ,שער שומרון ,73 ,טול כרם ,349 ,ראש העין ,0 , ,8906 ,774 ,2511 ,3177 ,1030 ,624 ,790
4000 ,חיפה ,31 ,חיפה ,31 ,חיפה ,0 , ,334346 ,19811 ,50741 ,108968 ,41030 ,33070 ,80726
4001 ,בוקעאתא ,29 ,גולן ,21 ,צפת ,0 , ,6924 ,483 ,1519 ,2883 ,982 ,493 ,564
4002 ,אלי-עד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,537 ,69 ,134 ,191 ,50 ,19 ,74
4003 ,אל-רום ,29 ,גולן ,21 ,צפת ,71 ,גולן ,566 ,38 ,126 ,201 ,72 ,53 ,76
4004 ,כפר חרוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,604 ,51 ,113 ,228 ,69 ,58 ,85
4005 ,חספין ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1652 ,191 ,565 ,570 ,147 ,77 ,102
4006 ,קשת ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,925 ,122 ,353 ,298 ,52 ,37 ,63
4007 ,יונתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,827 ,114 ,263 ,308 ,62 ,35 ,45
4008 ,מעלה גמלא ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,652 ,71 ,167 ,240 ,52 ,36 ,86
4009 ,שעל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,403 ,52 ,103 ,146 ,23 ,24 ,55
4010 ,אודם ,29 ,גולן ,21 ,צפת ,71 ,גולן ,226 ,39 ,49 ,88 ,9 ,11 ,30
4011 ,אבני איתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,966 ,154 ,333 ,345 ,47 ,30 ,57
4012 ,אניעם ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,584 ,35 ,101 ,223 ,91 ,67 ,67
4013 ,אורטל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,404 ,32 ,96 ,156 ,57 ,42 ,21
4014 ,נטור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,624 ,66 ,238 ,213 ,71 ,27 ,9
4015 ,בני יהודה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1342 ,82 ,291 ,441 ,168 ,149 ,211
4017 ,אלוני הבשן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,486 ,54 ,189 ,173 ,26 ,32 ,12
4019 ,מיצר ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,277 ,48 ,88 ,102 ,23 ,14 ,2
4021 ,גבעת יואב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,746 ,56 ,195 ,226 ,119 ,28 ,122
4022 ,גשור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,357 ,24 ,88 ,129 ,46 ,39 ,31
4024 ,קלע ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,432 ,38 ,115 ,148 ,67 ,27 ,37
4025 ,קדמת צבי ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,692 ,86 ,156 ,276 ,52 ,54 ,68
4026 ,חד-נס ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,951 ,53 ,181 ,352 ,150 ,123 ,92
4028 ,כנף ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,518 ,38 ,125 ,204 ,71 ,77 ,3
4029 ,רמת טראמפ ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,93 ,33 ,16 ,44 ,0 ,0 ,0
4035 ,נמרוד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,24 ,0 ,3 ,11 ,3 ,6 ,1
4100 ,קצרין ,29 ,גולן ,22 ,טבריה ,0 , ,9150 ,605 ,1816 ,3069 ,1126 ,882 ,1652
4101 ,מרום גולן ,29 ,גולן ,21 ,צפת ,71 ,גולן ,839 ,49 ,174 ,289 ,128 ,87 ,112
4201 ,מג'דל שמס ,29 ,גולן ,21 ,צפת ,0 , ,11789 ,754 ,2461 ,4743 ,1844 ,965 ,1022
4203 ,מסעדה ,29 ,גולן ,21 ,צפת ,0 , ,4283 ,332 ,1030 ,1671 ,610 ,295 ,345
4204 ,מבוא חמה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,626 ,62 ,136 ,202 ,67 ,39 ,120
4301 ,אפיק ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,430 ,43 ,94 ,144 ,46 ,32 ,71
4303 ,נווה אטי"ב ,29 ,גולן ,21 ,צפת ,71 ,גולן ,227 ,16 ,49 ,79 ,23 ,12 ,48
4304 ,נוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1092 ,119 ,385 ,376 ,83 ,30 ,99
4501 ,ע'ג'ר ,29 ,גולן ,21 ,צפת ,0 , ,2846 ,268 ,724 ,1289 ,299 ,138 ,128
4502 ,עין קנייא ,29 ,גולן ,21 ,צפת ,0 , ,2510 ,207 ,561 ,1026 ,343 ,179 ,194
4503 ,עין זיוון ,29 ,גולן ,21 ,צפת ,71 ,גולן ,544 ,55 ,149 ,186 ,67 ,35 ,52
4551 ,נאות גולן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,753 ,66 ,202 ,250 ,102 ,43 ,90
4701 ,רמת מגשימים ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,849 ,92 ,277 ,286 ,62 ,49 ,83
4702 ,רמות ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,704 ,56 ,179 ,196 ,115 ,32 ,126
5000 ,תל אביב - יפו ,51 ,תל אביב ,51 ,ת"א - מרכז ,0 , ,576384 ,35668 ,74630 ,226959 ,71704 ,50513 ,116910
6000 ,באקה אל-גרביה ,32 ,חדרה ,32 ,חדרה ,0 , ,31701 ,2919 ,7759 ,13301 ,3479 ,2242 ,2001
6100 ,בני ברק ,52 ,רמת גן ,54 ,בני ברק ,0 , ,225026 ,38205 ,69061 ,75226 ,13454 ,10049 ,19031
6200 ,בת ים ,53 ,חולון ,53 ,חולון ,0 , ,159156 ,8008 ,20935 ,48309 ,21373 ,17228 ,43303
6300 ,גבעתיים ,52 ,רמת גן ,52 ,רמת גן ,0 , ,64725 ,4583 ,9886 ,23768 ,8311 ,5299 ,12878
6400 ,הרצליה ,51 ,תל אביב ,57 ,הרצליה ,0 , ,120218 ,8289 ,19689 ,39073 ,15510 ,10745 ,26912
6500 ,חדרה ,32 ,חדרה ,32 ,חדרה ,0 , ,111332 ,8907 ,20744 ,37804 ,13164 ,10379 ,20334
6600 ,חולון ,53 ,חולון ,53 ,חולון ,0 , ,214103 ,13875 ,37135 ,67475 ,27938 ,20305 ,47375
6700 ,טבריה ,22 ,כנרת ,22 ,טבריה ,0 , ,53759 ,5973 ,10417 ,18681 ,5545 ,4709 ,8434
6800 ,קרית אתא ,31 ,חיפה ,27 ,קריות ,0 , ,66071 ,4987 ,11769 ,22196 ,7701 ,6398 ,13020
6900 ,כפר סבא ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,111434 ,7103 ,21212 ,33998 ,15128 ,9405 ,24588
7000 ,לוד ,43 ,רמלה ,43 ,רמלה ,0 , ,91926 ,10948 ,20569 ,32028 ,9046 ,6678 ,12657
7100 ,אשקלון ,61 ,אשקלון ,61 ,אשקלון ,0 , ,168408 ,13423 ,31416 ,57807 ,18958 ,15622 ,31182
7200 ,נס ציונה ,44 ,רחובות ,44 ,רחובות ,0 , ,49761 ,3087 ,11746 ,15386 ,7928 ,3904 ,7710
7300 ,נצרת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,82712 ,6232 ,16702 ,33507 ,9880 ,7536 ,8855
7400 ,נתניה ,41 ,השרון ,41 ,נתניה ,0 , ,270740 ,19227 ,48524 ,86790 ,32225 ,24911 ,59063
7500 ,סח'נין ,24 ,עכו ,24 ,עכו ,0 , ,34600 ,2996 ,8263 ,14634 ,4134 ,2467 ,2106
7600 ,עכו ,24 ,עכו ,24 ,עכו ,0 , ,59409 ,4193 ,10731 ,21494 ,6798 ,5875 ,10318
7700 ,עפולה ,23 ,עפולה ,23 ,עפולה ,0 , ,66339 ,7120 ,12439 ,23200 ,6792 ,5669 ,11119
7800 ,פרדס חנה-כרכור ,32 ,חדרה ,32 ,חדרה ,0 , ,47137 ,3684 ,11032 ,15175 ,6604 ,3973 ,6669
7900 ,פתח תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,279695 ,21342 ,56485 ,91250 ,36464 ,22986 ,51168
8000 ,צפת ,21 ,צפת ,21 ,צפת ,0 , ,41369 ,5390 ,10900 ,14096 ,3270 ,2827 ,4886
8200 ,קרית מוצקין ,31 ,חיפה ,27 ,קריות ,0 , ,54380 ,3751 ,8713 ,17772 ,6516 ,4869 ,12759
8300 ,ראשון לציון ,44 ,רחובות ,46 ,ראשון לציון ,0 , ,279153 ,18419 ,45217 ,95227 ,36241 ,27277 ,56772
8400 ,רחובות ,44 ,רחובות ,44 ,רחובות ,0 , ,162287 ,14070 ,34901 ,53439 ,19340 ,12160 ,28377
8500 ,רמלה ,43 ,רמלה ,43 ,רמלה ,0 , ,84553 ,7839 ,17892 ,30389 ,9176 ,7089 ,12168
8600 ,רמת גן ,52 ,רמת גן ,52 ,רמת גן ,0 , ,179758 ,11807 ,25349 ,65349 ,22504 ,16848 ,37901
8700 ,רעננה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,96609 ,6392 ,17980 ,30336 ,12932 ,9012 ,19957
8800 ,שפרעם ,24 ,עכו ,25 ,נוף הגליל ,0 , ,43455 ,3328 ,8977 ,18169 ,5478 ,3903 ,3600
8900 ,טמרה ,24 ,עכו ,24 ,עכו ,0 , ,36192 ,3140 ,8397 ,15236 ,4250 ,2762 ,2407
9000 ,באר שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,227164 ,17113 ,40140 ,79353 ,25466 ,21749 ,43343
9100 ,נהריה ,24 ,עכו ,24 ,עכו ,0 , ,74144 ,4607 ,12490 ,24219 ,10051 ,7461 ,15316
9200 ,בית שאן ,23 ,עפולה ,23 ,עפולה ,0 , ,21235 ,2006 ,4320 ,7886 ,2203 ,1988 ,2832
9300 ,זכרון יעקב ,32 ,חדרה ,32 ,חדרה ,0 , ,25999 ,1664 ,5855 ,8211 ,3615 ,2779 ,3875
9400 ,יהוד-מונוסון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,33399 ,2346 ,6474 ,10779 ,4474 ,3073 ,6253
9500 ,קרית ביאליק ,31 ,חיפה ,27 ,קריות ,0 , ,49315 ,3495 ,8181 ,16356 ,5936 ,4425 ,10922
9600 ,קרית ים ,31 ,חיפה ,27 ,קריות ,0 , ,48037 ,2463 ,6723 ,14780 ,5951 ,5213 ,12907
9700 ,הוד השרון ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,68758 ,4816 ,14779 ,21557 ,10165 ,6188 ,11253
9800 ,בנימינה-גבעת עדה ,32 ,חדרה ,32 ,חדרה ,0 , ,16362 ,1027 ,4201 ,5194 ,2727 ,1403 ,1810
