סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
562 ,בית אלעזרי ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1623 ,111 ,424 ,502 ,249 ,108 ,229
563 ,משמר דוד ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1439 ,140 ,543 ,421 ,215 ,45 ,75
564 ,רבדים ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,959 ,54 ,251 ,275 ,163 ,80 ,136
565 ,אזור ,53 ,חולון ,53 ,חולון ,0 , ,13981 ,1172 ,2625 ,4725 ,1710 ,1244 ,2505
566 ,גבעת שמש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,14 ,3 ,0 ,5 ,0 ,0 ,6
567 ,צרעה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1229 ,74 ,195 ,323 ,216 ,87 ,334
570 ,מעונה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,956 ,52 ,226 ,323 ,130 ,90 ,135
571 ,בית גמליאל ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1108 ,84 ,271 ,366 ,142 ,77 ,168
572 ,בית העמק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,779 ,68 ,141 ,243 ,79 ,78 ,170
573 ,מבקיעים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,555 ,68 ,90 ,247 ,45 ,56 ,49
574 ,גשר הזיו ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1756 ,64 ,417 ,571 ,320 ,187 ,197
575 ,יסעור ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,966 ,72 ,292 ,285 ,141 ,62 ,114
576 ,כברי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1275 ,86 ,285 ,385 ,184 ,98 ,237
577 ,יד בנימין ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,4505 ,475 ,1579 ,1586 ,533 ,184 ,148
578 ,סאסא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,531 ,38 ,74 ,156 ,64 ,48 ,151
579 ,כפר ראש הנקרה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1505 ,81 ,339 ,461 ,257 ,148 ,219
580 ,כרם מהר"ל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,999 ,66 ,252 ,301 ,156 ,87 ,137
582 ,כפר הנגיד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1043 ,83 ,188 ,363 ,132 ,111 ,166
584 ,זיקים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1133 ,102 ,231 ,371 ,155 ,105 ,169
585 ,לביא ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,733 ,60 ,168 ,284 ,67 ,43 ,111
586 ,מגידו ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,994 ,43 ,260 ,284 ,188 ,94 ,125
587 ,סביון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,5356 ,218 ,999 ,1452 ,791 ,688 ,1208
588 ,בני ראם ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1402 ,119 ,357 ,495 ,193 ,103 ,135
589 ,בצת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,610 ,75 ,131 ,221 ,58 ,40 ,85
590 ,נווה אור ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,492 ,37 ,92 ,167 ,54 ,48 ,94
591 ,עשרת ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,1115 ,50 ,191 ,338 ,152 ,172 ,212
592 ,בני דרום ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1006 ,117 ,335 ,324 ,110 ,38 ,82
593 ,ערוגות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1023 ,70 ,266 ,324 ,155 ,69 ,139
594 ,צפריה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1003 ,118 ,327 ,322 ,110 ,20 ,106
595 ,לוחמי הגיטאות ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,927 ,106 ,219 ,322 ,88 ,50 ,142
596 ,מלכיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,553 ,26 ,99 ,163 ,87 ,57 ,121
597 ,פלמחים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,865 ,62 ,160 ,302 ,131 ,78 ,132
598 ,בית קמה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1175 ,60 ,343 ,356 ,246 ,65 ,105
599 ,פרוד ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,717 ,68 ,190 ,214 ,73 ,59 ,113
602 ,נירים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,580 ,38 ,105 ,206 ,59 ,47 ,125
603 ,אלקוש ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,294 ,8 ,37 ,110 ,36 ,40 ,63
604 ,בית עריף ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1068 ,97 ,207 ,353 ,142 ,133 ,136
605 ,כפר שמאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,607 ,66 ,200 ,175 ,56 ,46 ,64
606 ,מזור ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1191 ,56 ,276 ,387 ,183 ,122 ,167
607 ,מירון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,862 ,110 ,226 ,301 ,75 ,43 ,107
609 ,כפר חושן ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,935 ,76 ,242 ,327 ,104 ,91 ,95
610 ,סתריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1102 ,64 ,240 ,327 ,161 ,123 ,187
612 ,צרופה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1071 ,86 ,240 ,388 ,135 ,96 ,126
613 ,ציפורי ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1045 ,94 ,242 ,349 ,146 ,79 ,135
614 ,שומרה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,416 ,37 ,74 ,151 ,41 ,51 ,62
615 ,קדרון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1714 ,89 ,392 ,556 ,269 ,169 ,239
616 ,רינתיה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1074 ,91 ,283 ,333 ,149 ,68 ,150
617 ,ברקאי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,734 ,39 ,149 ,218 ,105 ,82 ,141
618 ,חדיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,989 ,103 ,236 ,319 ,137 ,69 ,125
619 ,בית גוברין ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,477 ,33 ,131 ,131 ,81 ,51 ,50
620 ,משואות יצחק ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,699 ,71 ,169 ,232 ,56 ,45 ,126
622 ,עין צורים ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,827 ,111 ,238 ,284 ,50 ,31 ,113
623 ,יראון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,485 ,32 ,79 ,158 ,64 ,42 ,110
627 ,ג'לג'וליה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,11059 ,1112 ,2782 ,4596 ,1176 ,743 ,650
628 ,ג'ת ,32 ,חדרה ,32 ,חדרה ,0 , ,12995 ,1264 ,2913 ,5431 ,1315 ,1093 ,979
633 ,כפר ברא ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,4238 ,505 ,1078 ,1824 ,400 ,252 ,179
634 ,כפר קאסם ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,26021 ,2763 ,6480 ,11028 ,2700 ,1727 ,1323
635 ,מוקייבלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,4521 ,504 ,1190 ,1890 ,473 ,257 ,207
636 ,צנדלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1941 ,182 ,427 ,792 ,204 ,158 ,178
637 ,ערערה ,32 ,חדרה ,32 ,חדרה ,0 , ,21269 ,1955 ,4927 ,8673 ,2567 ,1629 ,1518
638 ,קלנסווה ,41 ,השרון ,41 ,נתניה ,0 , ,24621 ,2582 ,6282 ,10346 ,2482 ,1623 ,1306
648 ,מצר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,559 ,38 ,82 ,180 ,59 ,59 ,141
649 ,מייסר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,2176 ,204 ,529 ,907 ,250 ,139 ,147
652 ,אבטין ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2944 ,291 ,716 ,1204 ,320 ,228 ,185
654 ,כפר קרע ,32 ,חדרה ,32 ,חדרה ,0 , ,20619 ,1930 ,4740 ,8634 ,2274 ,1587 ,1454
658 ,שייח' דנון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,3084 ,285 ,653 ,1374 ,372 ,206 ,194
661 ,שער אפרים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2020 ,132 ,511 ,679 ,360 ,185 ,153
662 ,חוסן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1215 ,104 ,308 ,420 ,154 ,112 ,117
663 ,טירת יהודה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1261 ,93 ,348 ,411 ,182 ,88 ,139
664 ,כרם בן זמרה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,626 ,59 ,159 ,220 ,51 ,61 ,76
665 ,תקומה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,822 ,76 ,228 ,291 ,98 ,30 ,99
666 ,עומר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9179 ,451 ,2025 ,2710 ,1293 ,790 ,1910
667 ,ברעם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,742 ,46 ,126 ,242 ,99 ,69 ,160
668 ,מפלסים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,965 ,68 ,160 ,369 ,103 ,102 ,163
670 ,משמר איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,632 ,56 ,166 ,204 ,72 ,43 ,91
672 ,בית נקופה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,730 ,68 ,165 ,238 ,75 ,62 ,122
673 ,כפר טרומן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,859 ,72 ,188 ,274 ,117 ,99 ,109
674 ,לימן ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,788 ,44 ,173 ,274 ,115 ,68 ,114
675 ,הבונים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,446 ,23 ,102 ,121 ,60 ,33 ,107
676 ,עין השלושה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,408 ,33 ,57 ,137 ,37 ,50 ,94
677 ,הסוללים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1079 ,95 ,213 ,346 ,140 ,135 ,150
678 ,מעגן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,454 ,43 ,75 ,167 ,41 ,34 ,94
679 ,אביאל ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,842 ,58 ,236 ,278 ,130 ,62 ,78
680 ,אומץ ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,799 ,46 ,207 ,258 ,123 ,73 ,92
681 ,גבעת שמואל ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,30062 ,2729 ,6839 ,10670 ,3500 ,1981 ,4343
682 ,אליקים ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,936 ,91 ,220 ,312 ,86 ,88 ,139
683 ,גבע כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1077 ,70 ,275 ,355 ,161 ,85 ,131
684 ,היוגב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,969 ,113 ,246 ,336 ,71 ,48 ,155
685 ,בניה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,897 ,58 ,222 ,276 ,116 ,79 ,146
686 ,נווה ימין ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1262 ,90 ,219 ,434 ,167 ,131 ,221
687 ,עין איילה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1175 ,73 ,301 ,388 ,198 ,107 ,108
688 ,עלמה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,908 ,81 ,231 ,351 ,101 ,68 ,76
689 ,מגדים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1239 ,86 ,301 ,400 ,192 ,88 ,172
690 ,כפר אחים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,816 ,73 ,207 ,269 ,99 ,61 ,107
692 ,שפיר ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,956 ,109 ,282 ,315 ,114 ,51 ,85
693 ,נתיב הל"ה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,714 ,57 ,134 ,223 ,109 ,91 ,100
694 ,מעגן מיכאל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,2419 ,195 ,439 ,962 ,250 ,198 ,375
695 ,מגן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,627 ,47 ,98 ,202 ,79 ,55 ,146
696 ,כפר חב"ד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,7978 ,1068 ,2472 ,2802 ,613 ,393 ,630
697 ,בארותיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1122 ,83 ,278 ,341 ,219 ,67 ,134
698 ,בורגתה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1184 ,73 ,258 ,384 ,172 ,121 ,176
699 ,ניר ישראל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,902 ,64 ,226 ,288 ,133 ,49 ,142
700 ,חצב ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1349 ,111 ,344 ,449 ,158 ,120 ,167
701 ,ארבל ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,741 ,65 ,181 ,247 ,100 ,49 ,99
702 ,האון ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,191 ,7 ,15 ,79 ,23 ,18 ,49
703 ,גבעת עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,573 ,37 ,84 ,167 ,67 ,71 ,147
705 ,נחשונים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,532 ,31 ,124 ,150 ,77 ,50 ,100
706 ,גיאה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,853 ,69 ,209 ,256 ,118 ,53 ,148
707 ,כפר דניאל ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,700 ,19 ,174 ,203 ,141 ,74 ,89
708 ,עמקה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,908 ,95 ,201 ,307 ,99 ,80 ,126
709 ,תפרח ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,2249 ,324 ,851 ,683 ,153 ,99 ,139
710 ,בית זית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1540 ,99 ,299 ,501 ,192 ,167 ,282
711 ,עזריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1232 ,116 ,302 ,432 ,150 ,94 ,138
712 ,בן עמי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,806 ,72 ,178 ,266 ,89 ,80 ,121
713 ,רעים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,527 ,40 ,98 ,168 ,71 ,47 ,103
714 ,ארז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,662 ,50 ,120 ,278 ,68 ,49 ,97
715 ,להבות חביבה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1028 ,61 ,302 ,287 ,210 ,80 ,88
716 ,אייל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,614 ,51 ,145 ,209 ,57 ,59 ,93
717 ,חגור ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1043 ,67 ,238 ,336 ,164 ,95 ,143
718 ,ירחיב ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1163 ,99 ,222 ,439 ,126 ,152 ,125
719 ,תל קציר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,571 ,56 ,135 ,198 ,52 ,37 ,93
720 ,ניר גלים ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1191 ,93 ,431 ,381 ,131 ,55 ,100
721 ,שדה אילן ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,748 ,90 ,238 ,234 ,74 ,22 ,90
722 ,מגשימים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,945 ,81 ,171 ,298 ,138 ,77 ,180
723 ,בית הגדי ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,916 ,97 ,215 ,345 ,71 ,88 ,100
726 ,הודיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,817 ,70 ,212 ,245 ,112 ,49 ,129
727 ,תלמי יחיאל ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,903 ,64 ,212 ,320 ,120 ,82 ,105
729 ,משמר השבעה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,976 ,72 ,191 ,305 ,135 ,97 ,176
730 ,אליפלט ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,757 ,88 ,157 ,278 ,72 ,68 ,94
731 ,מישר ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,739 ,54 ,193 ,226 ,100 ,49 ,117
732 ,משמר הירדן ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,893 ,91 ,201 ,340 ,84 ,69 ,108
734 ,גן יאשיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,963 ,68 ,218 ,319 ,147 ,100 ,111
735 ,רמות מאיר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,792 ,48 ,184 ,222 ,136 ,87 ,115
736 ,גילת ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1644 ,133 ,401 ,609 ,202 ,127 ,172
737 ,עולש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1190 ,109 ,288 ,396 ,155 ,113 ,129
738 ,דור ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,426 ,60 ,75 ,160 ,25 ,37 ,69
739 ,שדה עוזיהו ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1561 ,158 ,378 ,566 ,156 ,138 ,165
740 ,אשתאול ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1091 ,81 ,264 ,399 ,123 ,89 ,135
741 ,שואבה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,631 ,38 ,122 ,199 ,85 ,81 ,106
742 ,מסילת ציון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1035 ,77 ,233 ,369 ,138 ,105 ,113
743 ,כפר שמואל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,928 ,77 ,242 ,298 ,141 ,52 ,118
744 ,תלמי יפה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,716 ,31 ,157 ,238 ,126 ,86 ,78
745 ,גמזו ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1158 ,128 ,341 ,368 ,127 ,64 ,130
746 ,ברכיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1249 ,139 ,319 ,444 ,119 ,104 ,124
747 ,בית שקמה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,853 ,85 ,198 ,291 ,89 ,66 ,124
748 ,מסלול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,860 ,81 ,214 ,304 ,128 ,58 ,75
749 ,פטיש ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1040 ,105 ,253 ,377 ,93 ,88 ,124
750 ,פדויים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,485 ,38 ,92 ,187 ,53 ,54 ,61
751 ,בית מאיר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,486 ,62 ,92 ,188 ,46 ,31 ,67
752 ,תעוז ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,668 ,66 ,162 ,216 ,76 ,48 ,100
753 ,ינוב ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,860 ,60 ,178 ,287 ,110 ,75 ,150
755 ,גורן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,444 ,32 ,72 ,149 ,47 ,64 ,80
756 ,בית עזרא ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1113 ,88 ,197 ,388 ,135 ,138 ,167
757 ,מצליח ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1363 ,143 ,268 ,484 ,138 ,139 ,191
758 ,יד חנה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1062 ,78 ,361 ,306 ,184 ,42 ,91
759 ,יציץ ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,829 ,88 ,157 ,294 ,86 ,94 ,110
760 ,בן זכאי ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,883 ,86 ,203 ,301 ,109 ,91 ,93
761 ,שובה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,838 ,114 ,274 ,269 ,69 ,47 ,65
762 ,בטחה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,864 ,57 ,187 ,311 ,109 ,102 ,98
763 ,שתולים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,2105 ,195 ,445 ,784 ,238 ,246 ,197
764 ,כפר מרדכי ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,699 ,40 ,184 ,200 ,99 ,59 ,117
765 ,משגב דב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,754 ,47 ,187 ,227 ,134 ,57 ,102
766 ,קוממיות ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,501 ,59 ,182 ,127 ,29 ,30 ,74
767 ,פורת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1375 ,131 ,311 ,494 ,159 ,146 ,134
768 ,כרמיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,707 ,62 ,173 ,249 ,87 ,52 ,84
769 ,ניר עציון ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,692 ,100 ,166 ,255 ,55 ,51 ,65
771 ,מבוא ביתר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1114 ,86 ,334 ,340 ,147 ,80 ,127
772 ,אמונים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1025 ,78 ,224 ,326 ,154 ,106 ,137
773 ,עמיקם ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,782 ,48 ,169 ,290 ,108 ,88 ,79
774 ,צוריאל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,466 ,52 ,83 ,174 ,53 ,52 ,52
775 ,יד נתן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,610 ,38 ,146 ,200 ,88 ,50 ,88
776 ,מחסיה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,509 ,54 ,142 ,168 ,46 ,31 ,68
777 ,נחשון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,703 ,57 ,136 ,211 ,86 ,64 ,149
778 ,תרום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,947 ,75 ,269 ,337 ,117 ,58 ,91
779 ,עמינדב ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,930 ,78 ,193 ,305 ,138 ,68 ,148
780 ,אורה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1190 ,111 ,240 ,436 ,143 ,123 ,137
783 ,אבן ספיר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,699 ,42 ,142 ,236 ,98 ,72 ,109
784 ,בית נחמיה ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,888 ,62 ,177 ,273 ,138 ,112 ,126
785 ,אחיהוד ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1019 ,96 ,206 ,391 ,118 ,101 ,107
786 ,כפר זיתים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,708 ,65 ,165 ,249 ,60 ,70 ,99
787 ,גבעת יערים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1268 ,111 ,236 ,461 ,139 ,146 ,175
788 ,זיתן ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1120 ,77 ,227 ,412 ,137 ,103 ,164
789 ,רנן ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,709 ,64 ,178 ,251 ,82 ,52 ,82
791 ,משען ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1010 ,78 ,224 ,345 ,119 ,118 ,126
792 ,נתיב השיירה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,559 ,45 ,101 ,196 ,57 ,54 ,106
793 ,גבעתי ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1031 ,107 ,249 ,355 ,112 ,85 ,123
794 ,עגור ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,499 ,44 ,133 ,171 ,51 ,45 ,55
795 ,יערה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,872 ,71 ,204 ,324 ,93 ,75 ,105
796 ,צלפון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1057 ,105 ,260 ,359 ,125 ,74 ,134
797 ,אחיעזר ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1951 ,236 ,489 ,690 ,166 ,180 ,190
798 ,יגל ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,907 ,55 ,222 ,320 ,110 ,86 ,114
799 ,זכריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1120 ,93 ,251 ,383 ,144 ,115 ,134
800 ,בית חנניה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,885 ,66 ,188 ,315 ,103 ,108 ,105
801 ,חמד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1113 ,104 ,379 ,338 ,111 ,59 ,122
802 ,גבעת כ"ח ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,932 ,91 ,204 ,323 ,108 ,89 ,117
803 ,יושיביה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,716 ,74 ,267 ,214 ,68 ,32 ,61
804 ,אחיסמך ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1350 ,132 ,333 ,477 ,147 ,118 ,143
